1000 3988
876 415 7
877 576 74
877 608 12
877 323 41
877 260 37
877 518 80
877 51 68
877 53 27
877 599 13
878 357 23
878 744 5
878 687 9
878 656 32
878 792 33
878 186 16
878 412 30
879 356 6
879 294 53
879 620 53
879 986 11
879 667 35
880 395 39
880 172 36
880 909 17
880 941 65
880 114 38
880 437 59
880 440 58
880 508 2
881 674 6
881 299 74
881 893 85
881 238 79
881 430 70
881 147 68
881 93 87
881 349 77
882 709 100
882 461 58
882 366 97
882 985 51
882 316 72
883 199 34
883 970 61
883 174 96
883 559 87
883 625 45
883 601 54
884 967 92
884 334 68
884 565 93
884 698 10
884 794 62
885 930 72
885 134 36
885 660 26
885 439 83
885 186 2
886 0 7
886 11 78
886 909 99
886 274 13
886 212 48
886 981 9
886 470 65
886 281 88
886 735 57
887 280 66
887 933 71
887 202 20
887 52 18
887 120 80
887 442 9
887 59 63
888 544 9
888 672 73
888 102 45
888 7 17
888 907 9
888 76 31
888 304 48
889 65 37
889 35 19
889 611 6
889 101 10
889 646 37
889 264 96
889 12 33
889 558 66
889 945 11
889 852 65
889 698 15
889 125 61
890 769 69
890 647 32
890 782 72
890 599 2
890 312 21
890 348 62
891 832 17
891 167 57
891 331 12
891 108 42
891 16 39
891 337 28
891 400 3
891 567 22
891 91 15
892 97 48
892 324 66
892 133 33
892 614 22
892 711 83
892 654 31
892 821 78
892 728 8
892 539 78
892 316 89
893 228 84
893 900 38
893 394 39
893 881 85
893 242 16
893 567 68
893 158 30
894 385 85
894 867 15
894 850 51
894 789 50
894 630 18
894 726 79
894 217 2
895 644 6
895 520 45
895 489 78
895 814 13
895 79 66
895 50 97
895 823 36
895 220 22
895 991 15
896 103 47
896 744 59
896 426 86
896 234 96
896 685 16
896 752 93
896 57 92
896 570 14
896 669 85
897 66 87
897 866 48
897 899 56
897 70 22
897 136 49
897 588 6
897 780 19
897 844 88
897 977 36
897 978 53
897 852 54
897 565 36
898 260 65
898 804 34
898 328 100
898 297 76
898 489 14
898 282 96
898 925 100
899 449 41
899 897 56
899 707 48
899 905 84
899 747 71
899 767 55
899 214 35
899 351 12
900 2 20
900 931 61
900 294 64
900 875 37
900 893 38
900 787 84
900 797 49
900 542 36
901 293 72
901 647 50
901 687 65
901 432 22
901 919 79
901 407 38
902 230 38
902 850 16
902 339 21
902 726 19
902 572 87
903 160 93
903 995 14
903 203 95
903 620 1
903 302 33
903 983 7
903 696 86
903 479 92
904 257 66
904 312 83
904 297 45
904 777 98
904 428 23
904 145 17
904 243 10
904 982 59
904 88 17
904 731 55
904 191 65
905 515 50
905 899 84
905 69 20
905 488 16
905 175 38
905 921 14
906 768 30
906 169 18
906 843 35
906 907 25
906 205 17
906 114 64
906 279 62
906 508 7
907 966 71
907 906 25
907 684 9
907 433 79
907 888 9
907 636 72
908 0 52
908 193 35
908 969 18
908 622 31
908 81 10
908 758 25
908 571 8
908 252 96
909 737 62
909 451 18
909 583 82
909 360 61
909 873 93
909 936 79
909 880 17
909 496 87
909 339 50
909 245 46
909 886 99
909 856 78
909 317 95
910 800 57
910 867 9
910 550 62
910 649 28
910 684 46
910 560 16
910 691 4
910 186 14
910 926 15
911 197 45
911 311 43
912 419 65
912 487 22
912 493 60
912 430 91
912 816 50
912 244 5
912 823 51
913 819 40
913 549 35
914 859 22
914 90 1
914 235 64
914 399 42
914 115 6
914 696 56
914 473 30
914 282 78
914 59 15
915 696 91
915 842 98
915 100 47
916 741 8
916 550 52
916 103 20
916 653 51
916 814 31
916 943 6
916 116 64
916 853 54
916 952 50
916 829 88
916 383 16
917 38 32
917 169 47
917 433 77
917 434 24
917 627 45
917 820 73
917 117 35
917 475 22
917 829 1
918 645 39
918 746 32
918 655 68
918 724 9
918 958 75
918 30 20
919 706 38
919 451 27
919 901 79
919 807 33
919 552 27
919 137 76
919 699 25
919 285 18
919 219 97
919 349 34
920 770 69
920 684 7
920 240 14
920 692 100
920 950 54
921 163 41
921 905 14
921 625 24
921 991 20
921 859 6
921 221 7
921 191 86
922 416 64
922 995 29
922 743 27
922 496 14
922 499 64
922 665 75
923 416 81
923 928 71
923 4 64
923 229 6
923 360 31
923 9 3
923 169 20
923 43 3
923 813 74
923 630 77
923 439 15
923 536 76
923 350 27
924 999 23
924 427 95
924 718 28
924 847 3
924 467 37
925 833 3
925 898 100
925 775 26
925 40 72
925 648 49
925 363 47
925 942 64
925 50 46
925 370 76
925 148 100
925 116 49
925 723 72
925 56 16
925 991 16
925 957 73
925 415 53
926 192 4
926 35 24
926 227 50
926 581 91
926 837 90
926 233 49
926 844 31
926 174 47
926 815 83
926 910 15
926 946 15
926 87 72
926 504 39
926 764 27
927 640 91
927 451 51
927 454 56
927 7 69
927 109 45
927 846 27
927 528 83
927 306 9
927 222 22
928 132 76
928 681 41
928 682 41
928 459 14
928 112 79
928 755 99
928 89 29
928 923 71
929 979 17
929 350 92
930 358 54
930 584 23
930 841 92
930 267 19
930 985 68
930 720 35
930 885 72
930 697 97
930 92 60
931 227 91
931 324 38
931 900 61
931 872 15
931 649 50
931 618 90
931 523 8
931 685 33
931 79 91
931 145 5
931 338 78
931 148 30
931 437 40
931 181 28
931 602 33
931 347 99
931 316 75
931 157 40
932 738 62
932 610 51
932 166 54
932 981 84
932 182 6
932 319 66
933 551 29
933 717 29
933 558 76
933 373 92
933 598 19
933 887 71
933 89 20
934 997 42
934 427 14
934 716 74
934 747 78
934 566 57
934 668 35
935 387 64
935 324 28
935 426 79
935 620 68
935 984 100
936 778 21
936 909 79
936 366 72
936 813 93
936 854 60
936 668 61
936 287 56
937 229 8
937 173 70
937 783 87
937 847 44
937 559 10
937 979 99
937 277 48
937 87 90
937 380 35
938 354 68
938 469 80
938 375 66
938 634 79
938 379 16
938 763 7
939 480 8
939 289 31
939 173 57
939 15 48
939 563 68
939 788 84
939 799 65
939 126 2
939 255 74
940 673 64
940 867 13
940 143 9
940 824 83
940 825 54
941 864 39
941 418 22
941 712 21
941 105 85
941 649 3
941 267 98
941 431 15
941 880 65
941 596 12
941 118 82
941 24 58
941 91 4
942 96 99
942 486 24
942 839 91
942 170 96
942 300 23
942 850 3
942 57 88
942 925 64
942 446 84
943 482 66
943 772 4
943 261 92
943 197 11
943 714 34
943 490 95
943 396 30
943 522 39
943 462 13
943 916 6
943 343 2
943 312 44
943 411 31
943 956 78
943 699 13
944 450 10
944 235 23
944 625 77
944 826 34
944 286 25
945 134 7
945 170 34
945 491 3
945 177 35
945 627 38
945 405 72
945 889 11
945 314 84
945 223 9
946 33 48
946 547 100
946 644 4
946 101 47
946 995 15
946 617 56
946 13 18
946 862 98
946 179 84
946 926 15
946 122 1
946 379 1
946 798 81
946 703 44
947 648 80
947 77 31
947 657 13
947 630 14
947 280 100
948 37 10
948 101 23
948 563 39
948 179 48
948 952 83
948 987 22
949 321 63
949 355 76
949 69 48
949 402 33
949 466 85
949 631 73
949 537 51
950 961 33
950 482 11
950 323 35
950 548 39
950 325 74
950 74 7
950 811 29
950 970 52
950 270 51
950 176 28
950 920 54
950 472 16
950 861 99
951 704 42
951 423 59
951 299 14
951 150 33
951 445 30
952 514 82
952 133 64
952 393 4
952 74 66
952 916 50
952 948 83
952 759 73
952 253 26
953 593 8
953 35 11
953 165 74
953 439 77
954 552 80
954 139 32
954 333 54
954 77 74
954 567 89
955 473 14
955 175 100
956 736 79
956 386 9
956 387 28
956 588 80
956 943 78
956 593 69
956 724 7
956 254 69
957 546 99
957 3 1
957 173 97
957 624 31
957 189 75
957 794 12
957 925 73
958 736 43
958 227 4
958 517 2
958 262 68
958 972 55
958 180 70
958 918 75
958 88 86
958 253 46
959 775 7
959 458 47
959 779 14
959 684 95
959 847 1
960 739 80
960 230 49
960 119 25
961 32 36
961 203 74
961 240 83
961 594 47
961 566 20
961 950 33
961 474 70
961 92 56
961 126 88
962 449 86
962 611 9
962 548 32
962 71 20
962 40 39
962 711 72
962 809 80
962 394 21
962 332 86
962 270 21
962 144 52
962 351 12
963 264 11
963 651 91
963 688 60
963 312 77
963 761 10
963 732 40
963 669 32
963 62 54
964 587 8
964 621 56
964 814 43
964 499 12
964 662 37
964 824 98
964 666 60
965 131 47
965 740 89
965 201 12
965 206 37
965 340 14
965 639 80
966 672 54
966 290 99
966 644 83
966 907 71
966 119 76
966 287 50
967 226 60
967 261 37
967 713 53
967 715 51
967 656 53
967 435 2
967 884 92
967 726 23
967 279 63
967 600 92
968 825 91
968 724 40
968 285 57
968 820 23
969 772 48
969 485 67
969 455 52
969 296 70
969 586 94
969 236 10
969 908 18
969 146 71
969 21 50
969 825 50
969 699 73
969 284 49
970 160 62
970 129 28
970 737 46
970 745 7
970 238 100
970 883 61
970 950 52
970 251 55
971 550 29
971 425 18
971 41 92
971 653 30
971 86 77
971 156 99
971 510 61
972 477 38
972 609 82
972 482 61
972 615 58
972 172 21
972 493 51
972 977 46
972 786 3
972 317 25
972 958 55
973 304 13
973 826 100
973 519 67
973 823 8
974 258 79
974 195 44
974 36 52
974 579 36
974 43 24
974 399 31
974 276 19
974 852 51
974 220 41
975 672 16
975 513 19
975 193 31
975 3 74
975 389 16
975 811 20
975 496 56
975 752 1
975 500 87
975 153 63
975 123 62
975 94 33
976 416 84
976 129 3
976 67 89
976 101 34
976 455 95
976 490 50
976 432 64
976 145 13
976 155 25
977 897 36
977 972 46
977 772 44
978 512 96
978 897 53
978 806 24
978 138 81
978 140 35
978 116 12
978 852 45
978 340 96
978 607 4
979 32 49
979 929 17
979 323 11
979 743 41
979 233 87
979 937 99
979 818 8
979 851 44
979 787 84
979 501 26
980 733 63
980 207 29
980 720 53
980 572 21
980 829 66
981 355 77
981 932 84
981 845 44
981 886 9
981 58 28
982 688 79
982 715 79
982 60 59
982 904 59
983 903 7
983 999 64
983 684 44
983 814 83
983 594 78
983 309 21
983 214 24
983 825 12
983 281 30
983 350 33
984 3 21
984 644 94
984 517 19
984 135 40
984 296 95
984 935 100
984 427 38
984 686 21
984 338 42
984 501 37
984 537 26
985 352 64
985 32 14
985 930 68
985 708 75
985 327 87
985 882 51
985 54 61
986 707 26
986 423 48
986 76 62
986 493 36
986 879 11
986 991 32
986 831 70
987 578 94
987 164 66
987 582 58
987 720 41
987 948 22
987 503 29
987 856 39
988 736 33
988 514 5
988 739 33
988 281 65
988 174 77
988 623 85
988 307 68
988 85 79
988 855 29
988 25 70
989 737 73
989 769 57
989 802 44
989 583 100
989 842 72
989 528 92
989 181 46
989 341 42
989 535 5
989 533 8
989 217 87
990 512 21
990 613 14
990 230 87
990 360 24
990 526 29
990 368 19
990 50 10
990 734 18
991 486 61
991 815 28
991 921 20
991 986 32
991 925 16
991 895 15
992 140 57
992 304 25
992 336 75
992 51 46
992 787 31
992 534 44
992 215 6
992 282 36
992 767 80
993 32 86
993 36 57
993 488 2
993 585 23
993 200 61
993 556 47
993 620 24
993 532 6
993 342 93
993 726 3
993 472 75
993 473 31
993 187 50
993 829 72
994 68 24
994 458 91
994 716 57
994 207 32
994 592 46
994 177 82
994 245 100
994 728 99
994 313 5
994 250 40
994 221 72
995 736 38
995 423 31
995 840 60
995 841 41
995 903 14
995 657 88
995 946 15
995 113 5
995 84 87
995 308 89
995 54 40
995 629 73
995 922 29
995 477 6
996 226 67
996 835 97
996 8 97
996 654 52
996 336 14
997 864 38
997 769 15
997 738 99
997 795 47
997 356 6
997 485 34
997 934 42
997 748 69
997 54 86
997 280 16
997 475 80
998 385 25
998 350 48
998 238 62
998 174 91
998 303 33
998 571 19
998 218 5
998 251 39
998 94 19
999 128 54
999 327 31
999 204 94
999 756 28
999 342 40
999 983 64
999 760 25
999 924 23
999 669 13
